Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID Initials,Arena Site,Deployement Period,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Modifier #5,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
2026-HC-BBC-A-B__2026-01-29_18-36-14,2026-07-14 16:22:52.111,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-29_18-36-14.mp4,0.0,0.000,120.433,60.000,TW,BBC, 3,unknown #1,0.0,point of interest/general comment,user notes,other - comment,,,,,POINT,0.200,0.200,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-29_18-36-14.mp4,10,10,,,nca,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,bucket inspection,information gain,bucket 2,,,,,STATE,2.700,4.133,1.433,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,81,124,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,bucket rummaging,information gain,bucket 2,,,,,STATE,6.033,9.500,3.467,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,181,285,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,batch processing,food handling,4HC,1HC,2HC,"manipulate with hands,roll/scrub on surface,pound with hammerstone",bucket 2,STATE,10.367,53.300,42.933,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,311,1599,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,bucket inspection,information gain,bucket 1,,,,,STATE,12.433,14.200,1.767,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,373,426,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,bucket rummaging,information gain,bucket 1,,,,,STATE,14.233,16.933,2.700,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,427,508,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,2HC in batch processing,food handling,bucket 1,None,,,,STATE,17.133,34.467,17.334,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,514,1034,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,3HC in batch processing,food handling,bucket 1,None,,,,STATE,17.133,25.200,8.067,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,514,756,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,4HC in batch processing,food handling,bucket 1,None,,,,STATE,17.133,19.700,2.567,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,514,591,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,smells held HC,information gain,multiple,,,,,STATE,17.600,18.033,0.433,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,528,541,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,bucket inspection,information gain,bucket 2,,,,,STATE,53.567,54.600,1.033,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,1607,1638,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,handling HC,food handling,None,None,None,None,None,STATE,62.767,70.700,7.933,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,1883,2121,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,releases HC,food handling,arena stone anvil,unknown/other,,,,POINT,63.500,63.500,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,1905,1905,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,hammerstone grab,food processing - tool use,medium,by/on arena stone,yes,,,POINT,64.200,64.200,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,1926,1926,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,pound with hammerstone,food processing - tool use,arena stone,None,None,,,POINT,65.067,65.067,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,1952,1952,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,manipulate with hand(s),food processing - non-tool use,"move between hands,adjust grip",None,,,,STATE,66.133,66.733,0.600,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,1984,2002,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,eats HC,food processing,,,,,,POINT,67.067,67.067,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2012,2012,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,eats HC,food processing,,,,,,POINT,69.800,69.800,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2094,2094,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,releases HC,food handling,None,success/eaten,,,,POINT,70.700,70.700,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2121,2121,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,bucket inspection,information gain,bucket 1,,,,,STATE,73.533,74.500,0.967,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2206,2235,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,bucket rummaging,information gain,bucket 1,,,,,STATE,74.733,78.067,3.334,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2242,2342,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,handling HC,food handling,None,bucket 1,None,None,None,STATE,78.300,81.100,2.800,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2349,2433,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,releases HC,food handling,bucket 1,None,,,,POINT,81.100,81.100,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2433,2433,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,handling HC,food handling,None,bucket 1,None,None,None,STATE,81.133,94.700,13.567,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2434,2841,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,manipulate with hand(s),food processing - non-tool use,"adjust grip,pull with hand",None,,,,STATE,81.667,83.367,1.700,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2450,2501,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,hit/pound on surface,food processing,arena stone anvil,,,,,POINT,83.700,83.700,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2511,2511,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,hit/pound on surface,food processing,None,,,,,POINT,84.400,84.400,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2532,2532,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,hit/pound on surface,food processing,None,,,,,POINT,85.200,85.200,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2556,2556,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,hit/pound on surface,food processing,None,,,,,POINT,86.733,86.733,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2602,2602,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,hit/pound on surface,food processing,None,,,,,POINT,87.400,87.400,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2622,2622,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,hammerstone grab,food processing - tool use,medium,by/on arena stone,yes,,,POINT,88.633,88.633,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2659,2659,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,pound with hammerstone,food processing - tool use,arena stone,None,None,,,POINT,89.867,89.867,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2696,2696,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,eats HC,food processing,,,,,,POINT,91.567,91.567,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2747,2747,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,eats HC,food processing,,,,,,POINT,92.300,92.300,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2769,2769,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,releases HC,food handling,None,success/eaten,,,,POINT,94.700,94.700,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2841,2841,,,,
2026-HC-BBC-A-B__2026-01-31_16-50-55,2026-07-14 16:24:05.547,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,0.0,95.967,121.967,30.000,TW,BBC, 3,Bob,112.635,other behavior/modifier,user notes,None,,,,,POINT,98.667,98.667,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-50-55.mp4,2960,2960,,,almendra,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,handling HC,food handling,None,unknown,unknown,None,None,STATE,0.000,23.567,23.567,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0,707,,,stna,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,hit/pound on surface,food processing,arena stone anvil,,,,,POINT,0.600,0.600,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,18,18,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,hit/pound on surface,food processing,None,,,,,POINT,1.567,1.567,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,47,47,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,hammerstone grab,food processing - tool use,medium,by/on arena stone,yes,,,POINT,2.133,2.133,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,64,64,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,pound with hammerstone,food processing - tool use,arena stone,None,None,,,POINT,3.667,3.667,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,110,110,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,eats HC,food processing,,,,,,POINT,5.233,5.233,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,157,157,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,eats HC,food processing,,,,,,POINT,7.800,7.800,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,234,234,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,eats HC,food processing,,,,,,POINT,10.400,10.400,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,312,312,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,eats HC,food processing,,,,,,POINT,13.333,13.333,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,400,400,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,eats HC,food processing,,,,,,POINT,13.867,13.867,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,416,416,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,eats HC,food processing,,,,,,POINT,15.467,15.467,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,464,464,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,eats HC,food processing,,,,,,POINT,20.367,20.367,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,611,611,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,releases HC,food handling,None,success/eaten,,,,POINT,23.567,23.567,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,707,707,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,handling HC,food handling,None,None,None,None,None,STATE,24.000,30.033,6.033,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,720,901,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,hit/pound on surface,food processing,arena stone anvil,,,,,POINT,24.800,24.800,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,744,744,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,hammerstone grab,food processing - tool use,medium,between buckets,None,,,POINT,25.400,25.400,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,762,762,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,pound with hammerstone,food processing - tool use,arena stone,None,None,,,POINT,26.733,26.733,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,802,802,,,,
2026-HC-BBC-A-B__2026-01-31_16-52-58,2026-07-14 16:27:04.128,,Media file,player #1:teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,0.0,120.000,121.067,30.000,TW,BBC, 3,Bob,141.196,eats HC,food processing,,,,,,POINT,27.900,27.900,NA,teressa_sync_filtered_videos\HC-BBC\Deployement period 3\2026-HC-BBC-A-B__2026-01-31_16-52-58.mp4,837,837,,,,
